DATE,HHMM,SEC,PTNUM,location (X) / m,location (Y) / m
20250717,1035,18934,6,4.461487857,5.434903122
20250717,1035,19936,6,3.930131111,4.8833994
20250717,1035,20974,6,3.399375394,5.339796561
20250717,1035,21969,6,1.745253095,4.7992453
20250717,1035,22978,6,1.745253095,4.7992453
20250717,1035,23983,6,1.487405102,7
20250717,1035,24964,7,1.015559968,6.881035978
20250717,1035,25983,7,1.829356975,7
20250717,1035,26986,7,1.829356975,7
20250717,1035,27939,7,0.5,5.723775573
20250717,1035,28966,7,0.5,5.396823105
20250717,1035,29974,7,0.5,5.396823105
20250717,1035,30962,7,0.5,6.42168879
20250717,1035,31975,7,0.5,6.087019789
20250717,1035,32978,7,0.629004461,6.725664667
20250717,1035,33974,7,0.629004461,6.725664667
20250717,1035,34980,7,0.5,5.732839344
20250717,1035,35985,7,0.5,5.993122695
20250717,1035,36968,8,1.169746011,6.514960673
20250717,1035,37977,8,1.169746011,6.514960673
20250717,1035,38984,8,1.517945981,4.609828528
20250717,1035,39959,8,0.5,4.261384156
20250717,1035,41002,8,0.67233984,3.582930783
20250717,1035,41965,8,0.890122564,0.78711468
20250717,1035,42995,9,1.241794057,0.5
20250717,1035,43948,9,1.522069918,0.5
20250717,1035,44983,9,1.522069918,0.5
20250717,1035,45976,9,0.837464498,0.792010297
20250717,1035,46987,9,0.963718302,1.48004176
20250717,1035,47987,9,1.343736952,1.349960467
20250717,1035,48996,9,1.012778762,1.74893198
20250717,1035,49990,9,0.66197828,2.364602733
20250717,1035,50934,9,0.876119706,2.474219422
20250717,1035,51984,9,1.157226381,1.774264027
20250717,1035,52993,9,1.082873206,1.262659817
20250717,1035,53932,10,1.392614065,1.303202257
20250717,1035,54989,10,1.808228945,2.152902921
20250717,1035,55978,10,4.069161561,1.484889756
20250717,1035,56989,10,5.8,2.625105074
20250717,1035,57985,10,5.778229492,3.224742244
20250717,1035,58959,11,5.778229492,3.224742244
20250717,1035,59982,11,5.8,2.571313783
20250717,1036,965,11,5.8,2.571313783
20250717,1036,1985,11,5.8,1.602475
20250717,1036,2996,11,5.8,1.7110128
20250717,1036,3992,11,5.452364656,1.7579936
20250717,1036,4994,11,5.452364656,1.7579936
20250717,1036,5991,11,5.8,1.037051705
20250717,1036,6996,11,5.8,1.037051705
20250717,1036,7999,11,5.8,1.037051705
20250717,1036,8997,11,5.55940654,2.021871151
20250717,1036,9991,11,4.981719528,2.372183144
20250717,1036,10993,11,4.981719528,2.372183144
20250717,1036,11945,12,4.981719528,2.372183144
20250717,1036,12997,12,4.409589696,1.617935411
20250717,1036,13933,12,4.778840018,2.212623733
20250717,1036,14994,12,5.8,4.979301872
20250717,1036,16003,12,5.680523871,6.593036581
20250717,1036,17014,12,4.374397328,5.492914222
20250717,1036,18000,12,4.858435053,5.23633535
20250717,1036,19007,12,4.45160381,5.384012833
20250717,1036,20000,13,4.723716488,5.453358456
20250717,1036,20999,13,4.723716488,5.453358456
20250717,1036,22001,13,4.976512593,4.883502156
20250717,1036,22985,13,5.55161672,5.645222067
20250717,1036,24004,13,5.8,5.48911096
20250717,1036,24986,13,5.8,5.48911096
20250717,1036,25962,13,5.40264209,4.841910453
20250717,1036,26919,13,5.723316627,5.63496
20250717,1036,28003,13,5.272252275,5.485157387
20250717,1036,28971,13,4.955602196,5.049879378
20250717,1036,29997,13,5.513427566,5.268599422
20250717,1036,30938,14,5.677107619,5.47479
20250717,1036,31961,14,4.771628241,5.277638944
20250717,1036,32999,14,5.061549547,6.236036222
20250717,1036,34005,14,4.362472726,6.200097418
20250717,1036,35007,14,1.100469377,4.631689038
20250717,1036,36010,14,2.326913905,4.759229267
20250717,1036,36977,14,2.326913905,4.759229267
20250717,1036,38022,15,1.735651561,6.8482963
20250717,1036,39010,15,0.5,6.799287796
20250717,1036,40013,15,0.5,5.260166244
20250717,1036,41013,15,0.5,5.260166244
20250717,1036,41978,15,0.5,5.451908575
20250717,1036,43004,15,0.577650994,5.901844778
20250717,1036,44009,15,0.5,5.616183622
20250717,1036,45016,15,0.5,5.616183622
20250717,1036,46016,15,0.5,6.295847022
20250717,1036,46990,15,1.137978402,6.219585289
20250717,1036,48009,15,0.5,5.655807951
20250717,1036,49018,15,0.5,6.071225129
20250717,1036,50020,15,1.068398667,5.615199967
